,close,date
0,60.880001068115234,1995-02-06
1,29.979999542236328,2006-12-28
2,62.4900016784668,2002-03-15
3,28.469999313354492,2011-01-19
4,118.62000274658203,1996-07-30
5,99.05000305175781,2018-07-03
6,27.84000015258789,2008-02-25
7,62.959999084472656,2017-01-23
8,68.0199966430664,2001-06-15
9,135.75,1997-10-15
10,119.12000274658203,1997-05-20
11,24.290000915527344,2010-09-03
12,42.5,2015-03-18
13,25.610000610351562,2011-04-25
14,25.360000610351562,2005-05-03
15,28.969999313354492,2010-03-10
16,41.5,2014-06-16
17,93.37000274658203,2000-03-02
18,105.80999755859375,2000-01-12
19,158.1300048828125,1998-02-06
20,72.5999984741211,2001-06-05
21,93.5,1995-08-08
22,64.69000244140625,2001-08-14
23,99.37000274658203,2000-01-26
24,26.429399490356445,2012-12-03
25,58.040000915527344,2016-10-10
26,90.37000274658203,1995-06-30
27,68.2699966430664,2001-05-15
28,125.0,1996-08-22
29,88.87000274658203,1995-12-27
30,39.42499923706055,2014-05-07
31,90.25,1999-07-23
32,47.290000915527344,2002-09-17
33,24.799999237060547,2009-07-22
34,77.6500015258789,2017-10-16
35,29.139999389648438,2008-03-25
36,21.25,2008-11-13
37,65.68000030517578,2017-04-07
38,27.3700008392334,2013-02-26
39,47.02000045776367,2002-09-03
40,39.90999984741211,2014-04-25
41,27.940000534057617,2011-02-02
42,30.190000534057617,2008-02-04
43,60.220001220703125,2016-12-05
44,48.68000030517578,2014-11-07
45,42.880001068115234,2015-03-20
46,25.25,2008-07-11
47,27.700000762939453,2004-01-14
48,26.280000686645508,2006-01-24
49,113.69000244140625,1999-12-16
50,26.530000686645508,2011-11-03
51,26.454999923706055,2012-12-07
52,67.80999755859375,2000-05-09
53,23.670000076293945,2003-06-06
54,39.599998474121094,2014-05-15
55,29.06999969482422,2008-02-05
56,26.770000457763672,2004-11-29
57,45.15999984741211,2014-12-16
58,109.30999755859375,1998-11-06
59,29.18000030517578,2008-03-20
60,21.5,2008-11-07
61,47.58000183105469,2015-05-19
62,31.84000015258789,2013-07-31
63,25.809999465942383,2011-12-22
64,59.900001525878906,2002-02-20
65,27.450000762939453,2012-12-21
66,25.709999084472656,2003-11-28
67,55.70000076293945,2015-12-17
68,26.6299991607666,2011-07-13
69,19.790000915527344,2009-05-06
70,27.8700008392334,2007-04-03
71,95.75,1996-03-12
72,73.04000091552734,2017-07-28
73,46.20000076293945,2002-09-26
74,94.30999755859375,1999-10-11
75,70.75,2000-08-23
76,27.290000915527344,2004-02-03
77,50.06999969482422,2016-06-20
78,58.220001220703125,2002-11-22
79,53.31999969482422,2015-11-12
80,62.310001373291016,2001-08-27
81,30.31999969482422,2007-10-16
82,29.190000534057617,2012-05-31
83,25.510000228881836,2005-06-07
84,29.75,2012-05-21
85,55.27000045776367,2015-12-10
86,47.439998626708984,2014-11-03
87,19.989999771118164,2008-11-25
88,62.560001373291016,2001-02-06
89,43.97999954223633,2015-09-15
90,25.6299991607666,2003-08-14
91,19.350000381469727,2009-04-14
92,23.450000762939453,2009-07-24
93,160.19000244140625,1999-03-12
94,89.5,1996-01-23
95,27.850000381469727,2013-01-30
96,27.639999389648438,2004-07-08
97,25.06999969482422,2010-08-10
98,19.65999984741211,2008-12-17
99,28.030000686645508,2004-10-13
100,26.100000381469727,2010-07-26
101,65.2300033569336,2017-04-12
102,26.940000534057617,2010-11-10
103,141.75,1999-01-14
104,87.11000061035156,2018-01-04
105,68.80999755859375,2017-05-04
106,28.579999923706055,2004-07-28
107,29.56999969482422,2009-12-08
108,85.75,1998-05-08
109,53.5,2001-01-12
110,86.05999755859375,2000-04-10
111,26.18000030517578,2005-02-03
112,43.72999954223633,2014-10-14
113,25.459999084472656,2005-05-17
114,17.65999984741211,2009-01-27
115,31.450000762939453,2008-04-23
116,41.22999954223633,2014-06-13
117,51.18000030517578,2016-02-23
118,23.520000457763672,2009-07-31
119,60.41999816894531,2016-11-07
120,57.43000030517578,2016-09-23
121,85.75,1996-01-12
122,47.58000183105469,2015-08-05
123,35.220001220703125,2008-01-02
124,28.139999389648438,2013-03-07
125,65.0999984741211,2017-03-27
126,25.4950008392334,2010-06-14
127,27.459999084472656,2003-12-29
128,29.18000030517578,2010-03-11
129,124.80999755859375,1997-06-10
130,25.959999084472656,2011-12-30
131,29.600000381469727,2009-12-17
132,120.62000274658203,1996-06-10
133,47.45000076293945,2015-10-08
134,83.0,1995-05-30
135,28.045000076293945,2013-02-19
136,32.119998931884766,2012-04-23
137,98.30999755859375,2018-05-24
138,57.25,2016-10-20
139,92.75,1995-07-06
140,51.220001220703125,2016-01-27
141,28.06999969482422,2010-12-21
142,54.16999816894531,2002-12-12
143,27.149999618530273,2003-12-23
144,43.88999938964844,2015-09-08
145,88.08000183105469,2018-01-11
146,27.530000686645508,2011-07-22
147,123.5,1996-08-21
148,134.19000244140625,1997-06-17
149,73.8499984741211,2017-09-27
150,155.8800048828125,1996-11-19
151,144.5,1996-11-06
152,102.75,1996-03-26
153,43.52000045776367,2015-08-31
154,27.440000534057617,2004-09-14
155,35.72999954223633,2013-10-25
156,96.5,1995-08-11
157,89.80999755859375,1995-06-19
158,141.0,1999-01-04
159,53.849998474121094,2015-11-18
160,79.25,1995-05-10
161,95.05999755859375,2000-02-18
162,25.84000015258789,2006-08-29
163,33.0099983215332,2013-10-08
164,73.9800033569336,2017-09-08
165,29.0,2008-04-03
166,31.479999542236328,2012-02-24
167,24.549999237060547,2009-08-26
168,62.689998626708984,2000-09-26
169,71.55999755859375,2000-08-17
170,100.0,1997-03-10
171,28.600000381469727,2007-04-18
172,77.75,1995-04-24
173,131.5,1996-09-16
174,20.690000534057617,2008-11-24
175,91.19000244140625,1998-10-08
176,26.959999084472656,2011-10-12
177,24.600000381469727,2003-04-15
178,42.904998779296875,2015-04-20
179,95.55999755859375,2000-03-08
180,114.25,1996-05-08
181,84.87000274658203,1996-12-19
182,160.05999755859375,1999-02-09
183,24.530000686645508,2011-10-03
184,59.880001068115234,2000-12-05
185,25.309999465942383,2005-06-23
186,24.90999984741211,2005-03-15
187,45.540000915527344,2015-07-13
188,25.760000228881836,2011-04-20
189,29.514999389648438,2012-11-01
190,68.43000030517578,2017-05-15
191,101.66999816894531,2018-06-04
192,104.30999755859375,1998-08-05
193,72.77999877929688,2017-07-14
194,117.25,1996-05-28
195,143.6300048828125,1996-11-11
196,83.75,1995-10-10
197,106.2699966430664,2018-07-20
198,95.80999755859375,1998-06-22
199,72.12000274658203,1995-04-11
200,82.0,2000-07-07
201,105.05999755859375,1998-10-16
202,26.1299991607666,2004-06-02
203,27.790000915527344,2006-01-27
204,27.739999771118164,2004-10-22
205,100.80999755859375,2000-02-02
206,24.719999313354492,2008-10-20
207,51.790000915527344,2016-06-03
208,28.889999389648438,2008-04-09
209,94.25,1997-03-26
210,28.360000610351562,2003-09-15
211,51.33000183105469,2003-01-21
212,25.700000762939453,2011-12-09
213,30.209999084472656,2012-05-15
214,25.959999084472656,2003-06-17
215,93.0,1999-03-30
216,25.790000915527344,2005-02-16
217,52.290000915527344,2016-01-22
218,59.119998931884766,2001-08-23
219,91.19000244140625,1999-07-01
220,24.639999389648438,2009-08-25
221,28.25,2008-05-21
222,32.93000030517578,2013-09-17
223,99.5,1995-11-03
224,26.459999084472656,2005-11-02
225,61.310001373291016,2000-09-28
226,24.229999542236328,2005-04-04
227,29.610000610351562,2010-03-18
228,33.4900016784668,2013-06-20
229,23.270000457763672,2010-07-02
230,93.77999877929688,2018-03-26
231,26.5,2006-01-26
232,28.809999465942383,2007-09-04
233,96.12000274658203,1995-07-20
234,79.37000274658203,1999-06-08
235,45.34000015258789,2015-07-28
236,28.604999542236328,2013-03-28
237,27.639999389648438,2007-03-28
238,69.75,2000-04-28
239,64.7300033569336,2017-03-09
240,43.93000030517578,2015-08-28
241,94.12000274658203,1996-02-01
242,67.4800033569336,2017-05-17
243,29.700000762939453,2008-05-06
244,108.80999755859375,1998-11-16
245,59.650001525878906,2016-11-16
246,88.0,2018-02-05
247,26.270000457763672,2010-11-12
248,47.97999954223633,2002-07-31
249,101.87000274658203,2018-06-20
250,137.8800048828125,1997-11-21
251,159.05999755859375,1999-02-04
252,27.940000534057617,2006-10-04
253,28.06999969482422,2005-11-18
254,28.239999771118164,2003-09-25
